index,CH1
390,1914.062500
391,1914.062500
392,1953.125000
393,1914.062500
394,1953.125000
395,1953.125000
396,1914.062500
397,1953.125000
398,1914.062500
399,1914.062500
400,1953.125000
401,1953.125000
402,1914.062500
403,1914.062500
404,1953.125000
405,1914.062500
406,1914.062500
407,1914.062500
408,1953.125000
409,1914.062500
410,1914.062500
411,1914.062500
412,1953.125000
413,1914.062500
414,1914.062500
415,1953.125000
416,1914.062500
417,1914.062500
418,1953.125000
419,1914.062500
420,1914.062500
421,1914.062500
422,1914.062500
423,1953.125000
424,1953.125000
425,1953.125000
426,1953.125000
427,1953.125000
428,1914.062500
429,1953.125000
430,1953.125000
431,1914.062500
432,1914.062500
433,1914.062500
434,1914.062500
435,1914.062500
436,1914.062500
437,1914.062500
438,1953.125000
439,1953.125000
440,1914.062500
441,1875.000000
442,1953.125000
443,1953.125000
444,1914.062500
445,1914.062500
446,1875.000000
447,1914.062500
448,1914.062500
449,1914.062500
450,1914.062500
451,1914.062500
452,1914.062500
453,1914.062500
454,1914.062500
455,1914.062500
456,1914.062500
457,1914.062500
458,1914.062500
459,1953.125000
460,1953.125000
461,1953.125000
462,1914.062500
463,1953.125000
464,1953.125000
465,1914.062500
466,1953.125000
467,1914.062500
468,1914.062500
469,1914.062500
470,1953.125000
471,1953.125000
472,1914.062500
473,1953.125000
474,1914.062500
475,1914.062500
476,1914.062500
477,1914.062500
478,1953.125000
479,1953.125000
480,1953.125000
481,1914.062500
482,1953.125000
483,1914.062500
484,1914.062500
485,1914.062500
486,1914.062500
487,1953.125000
488,1953.125000
489,1914.062500
490,1914.062500
491,1953.125000
492,1914.062500
493,1914.062500
494,1914.062500
495,1914.062500
496,1914.062500
497,1914.062500
498,1914.062500
499,1914.062500
500,1914.062500
501,1914.062500
502,1914.062500
503,1914.062500
504,1914.062500
505,1875.000000
506,1914.062500
507,1914.062500
508,1914.062500
509,1914.062500
510,1914.062500
511,1914.062500
512,1914.062500
513,1914.062500
514,1953.125000
515,1875.000000
516,1914.062500
517,1953.125000
518,1914.062500
519,1953.125000
520,1953.125000
521,1914.062500
522,1914.062500
523,1914.062500
524,1914.062500
525,1953.125000
526,1953.125000
527,1914.062500
528,1914.062500
529,1953.125000
530,1914.062500
531,1953.125000
532,1914.062500
533,1914.062500
534,1914.062500
535,1953.125000
536,1953.125000
537,1914.062500
538,1953.125000
539,1914.062500
540,1914.062500
541,1914.062500
542,1914.062500
543,1914.062500
544,1875.000000
545,1914.062500
546,1914.062500
547,1914.062500
548,1914.062500
549,1914.062500
550,1914.062500
551,1914.062500
552,1914.062500
553,1914.062500
554,1914.062500
555,1953.125000
556,1914.062500
557,1914.062500
558,1914.062500
559,1953.125000
560,1953.125000
561,1953.125000
562,1914.062500
563,1914.062500
564,1953.125000
565,1953.125000
566,1953.125000
567,1953.125000
568,1953.125000
569,1914.062500
570,1914.062500
571,1953.125000
572,1914.062500
573,1914.062500
574,1914.062500
575,1875.000000
576,1914.062500
577,1914.062500
578,1914.062500
579,1914.062500
580,1914.062500
581,1875.000000
582,1914.062500
583,1914.062500
584,1914.062500
585,1914.062500
586,1875.000000
587,1914.062500
588,1914.062500
589,1914.062500
590,1914.062500
591,1914.062500
592,1914.062500
593,1953.125000
594,1953.125000
595,1914.062500
596,1953.125000
597,1914.062500
598,1914.062500
599,1953.125000
600,1953.125000
601,1914.062500
602,1953.125000
603,1953.125000
604,1914.062500
605,1914.062500
606,1914.062500
607,1914.062500
608,1914.062500
609,1914.062500
610,1914.062500
611,1953.125000
612,1953.125000
613,1914.062500
614,1914.062500
615,1914.062500
616,1914.062500
617,1875.000000
618,1914.062500
619,1914.062500
620,1914.062500
621,1914.062500
622,1875.000000
623,1914.062500
624,1914.062500
625,1914.062500
626,1914.062500
627,1914.062500
628,1914.062500
629,1914.062500
630,1914.062500
631,1953.125000
632,1914.062500
633,1953.125000
634,1914.062500
635,1953.125000
636,1953.125000
637,1914.062500
638,1914.062500
639,1953.125000
640,1914.062500
641,1914.062500
642,1914.062500
643,1914.062500
644,1953.125000
645,1914.062500
646,1914.062500
647,1914.062500
648,1914.062500
649,1914.062500
650,1914.062500
651,1953.125000
652,1953.125000
653,1914.062500
654,1914.062500
655,1953.125000
656,1914.062500
657,1914.062500
658,1914.062500
659,1914.062500
660,1953.125000
661,1914.062500
662,1914.062500
663,1914.062500
664,1914.062500
665,1914.062500
666,1914.062500
667,1953.125000
668,1875.000000
669,1914.062500
670,1914.062500
671,1914.062500
672,1914.062500
673,1914.062500
674,1914.062500
675,1914.062500
676,1914.062500
677,1953.125000
678,1914.062500
679,1914.062500
680,1914.062500
681,1914.062500
682,1914.062500
683,1953.125000
684,1914.062500
685,1914.062500
686,1914.062500
687,1914.062500
688,1875.000000
689,1914.062500
690,1914.062500
691,1914.062500
692,1914.062500
693,1914.062500
694,1914.062500
695,1914.062500
696,1914.062500
697,1914.062500
698,1953.125000
699,1875.000000
700,1875.000000
701,1914.062500
702,1914.062500
703,1914.062500
704,1914.062500
705,1914.062500
706,1914.062500
707,1914.062500
708,1914.062500
709,1914.062500
710,1953.125000
711,1914.062500
712,1914.062500
713,1914.062500
714,1914.062500
715,1953.125000
716,1953.125000
717,1953.125000
718,1953.125000
719,1914.062500
720,1953.125000
721,1914.062500
722,1953.125000
723,1953.125000
724,1914.062500
725,1914.062500
726,1914.062500
727,1914.062500
728,1953.125000
729,1914.062500
730,1914.062500
731,1914.062500
732,1914.062500
733,1914.062500
734,1914.062500
735,1914.062500
736,1875.000000
737,1914.062500
738,1875.000000
739,1914.062500
740,1914.062500
741,1914.062500
742,1914.062500
743,1953.125000
744,1914.062500
745,1914.062500
746,1914.062500
747,1914.062500
748,1914.062500
749,1914.062500
750,1914.062500
751,1914.062500
752,1914.062500
753,1914.062500
754,1914.062500
755,1953.125000
756,1914.062500
757,1914.062500
758,1914.062500
759,1953.125000
760,1875.000000
761,1914.062500
762,1914.062500
763,1914.062500
764,1914.062500
765,1914.062500
766,1914.062500
767,1914.062500
768,1875.000000
769,1914.062500
770,1914.062500
771,1953.125000
772,1914.062500
773,1914.062500
774,1914.062500
775,1914.062500
776,1914.062500
777,1953.125000
778,1953.125000
779,1914.062500
780,1914.062500
781,1875.000000
782,1914.062500
783,1914.062500
784,1914.062500
785,1914.062500
786,1914.062500
787,1953.125000
788,1914.062500
789,1914.062500
790,1914.062500
791,1914.062500
792,1914.062500
793,1914.062500
794,1953.125000
795,1875.000000
796,1875.000000
797,1914.062500
798,1953.125000
799,1914.062500
800,1914.062500
801,1914.062500
802,1914.062500
803,1914.062500
804,1914.062500
805,1914.062500
806,1914.062500
807,1914.062500
808,1914.062500
809,1914.062500
810,1914.062500
811,1914.062500
812,1875.000000
813,1953.125000
814,1914.062500
815,1914.062500
816,1914.062500
817,1914.062500
818,1875.000000
819,1914.062500
820,1914.062500
821,1914.062500
822,1953.125000
823,1914.062500
824,1875.000000
825,1914.062500
826,1914.062500
827,1914.062500
828,1914.062500
829,1914.062500
830,1875.000000
831,1875.000000
832,1914.062500
833,1914.062500
834,1914.062500
835,1914.062500
836,1953.125000
837,1914.062500
838,1914.062500
839,1914.062500
840,1914.062500
841,1914.062500
842,1914.062500
843,1914.062500
844,1914.062500
845,1914.062500
846,1914.062500
847,1914.062500
848,1914.062500
849,1914.062500
850,1914.062500
851,1875.000000
852,1914.062500
853,1914.062500
854,1914.062500
855,1953.125000
856,1914.062500
857,1914.062500
858,1875.000000
859,1914.062500
860,1914.062500
861,1914.062500
862,1914.062500
863,1914.062500
864,1914.062500
865,1953.125000
866,1914.062500
867,1914.062500
868,1914.062500
869,1914.062500
870,1914.062500
871,1914.062500
872,1914.062500
873,1914.062500
874,1953.125000
875,1914.062500
876,1914.062500
877,1914.062500
878,1914.062500
879,1914.062500
880,1914.062500
881,1914.062500
882,1875.000000
883,1953.125000
884,1914.062500
885,1914.062500
886,1914.062500
887,1914.062500
888,1875.000000
889,1914.062500
890,1914.062500
891,1914.062500
892,1914.062500
893,1914.062500
894,1914.062500
895,1914.062500
896,1953.125000
897,1914.062500
898,1914.062500
899,1914.062500
900,1875.000000
901,1914.062500
902,1953.125000
903,1914.062500
904,1875.000000
905,1914.062500
906,1914.062500
907,1914.062500
908,1953.125000
909,1914.062500
910,1914.062500
911,1914.062500
912,1914.062500
913,1914.062500
914,1914.062500
915,1914.062500
916,1914.062500
917,1953.125000
918,1914.062500
919,1875.000000
920,1914.062500
921,1914.062500
922,1914.062500
923,1953.125000
924,1953.125000
925,1875.000000
926,1914.062500
927,1914.062500
928,1914.062500
929,1953.125000
930,1914.062500
931,1914.062500
932,1914.062500
933,1914.062500
934,1914.062500
935,1914.062500
936,1914.062500
937,1914.062500
938,1953.125000
939,1953.125000
940,1914.062500
941,1914.062500
942,1914.062500
943,1914.062500
944,1914.062500
945,1914.062500
946,1914.062500
947,1914.062500
948,1914.062500
949,1914.062500
950,1914.062500
951,1953.125000
952,1914.062500
953,1914.062500
954,1875.000000
955,1914.062500
956,1875.000000
957,1914.062500
958,1914.062500
959,1914.062500
960,1914.062500
961,1914.062500
962,1914.062500
963,1914.062500
964,1914.062500
965,1914.062500
966,1953.125000
967,1953.125000
968,1953.125000
969,1953.125000
970,1953.125000
971,1914.062500
972,1914.062500
973,1914.062500
974,1914.062500
975,1914.062500
976,1953.125000
977,1914.062500
978,1914.062500
979,1914.062500
980,1953.125000
981,1914.062500
982,1875.000000
983,1914.062500
984,1914.062500
985,1914.062500
986,1914.062500
987,1875.000000
988,1914.062500
989,1875.000000
990,1914.062500
991,1914.062500
992,1914.062500
993,1875.000000
994,1914.062500
995,1953.125000
996,1914.062500
997,1953.125000
998,1914.062500
999,1914.062500
1000,1914.062500
1001,1914.062500
1002,1953.125000
1003,1914.062500
1004,1914.062500
1005,1914.062500
1006,1953.125000
1007,1953.125000
1008,1914.062500
1009,1953.125000
1010,1914.062500
1011,1914.062500
1012,1953.125000
1013,1914.062500
1014,1914.062500
1015,1914.062500
1016,1914.062500
1017,1914.062500
1018,1914.062500
1019,1914.062500
1020,1953.125000
1021,1914.062500
1022,1914.062500
1023,1953.125000
1024,1914.062500
1025,1914.062500
1026,1914.062500
1027,1914.062500
1028,1914.062500
1029,1914.062500
1030,1914.062500
1031,1914.062500
1032,1914.062500
1033,1914.062500
1034,1914.062500
1035,1914.062500
1036,1914.062500
1037,1914.062500
1038,1914.062500
1039,1953.125000
1040,1914.062500
1041,1914.062500
1042,1914.062500
1043,1914.062500
1044,1914.062500
1045,1914.062500
1046,1914.062500
1047,1914.062500
1048,1914.062500
1049,1914.062500
1050,1914.062500
1051,1914.062500
1052,1914.062500
1053,1875.000000
1054,1875.000000
1055,1914.062500
1056,1914.062500
1057,1914.062500
1058,1914.062500
1059,1914.062500
1060,1914.062500
1061,1914.062500
1062,1914.062500
1063,1914.062500
1064,1914.062500
1065,1953.125000
1066,1914.062500
1067,1914.062500
1068,1914.062500
1069,1914.062500
1070,1914.062500
1071,1953.125000
1072,1953.125000
1073,1953.125000
1074,1914.062500
1075,1875.000000
1076,1914.062500
1077,1914.062500
1078,1914.062500
1079,1914.062500
1080,1914.062500
1081,1914.062500
1082,1914.062500
1083,1953.125000
1084,1914.062500
1085,1914.062500
1086,1914.062500
1087,1914.062500
1088,1953.125000
1089,1914.062500
1090,1914.062500
1091,1914.062500
1092,1875.000000
1093,1914.062500
1094,1914.062500
1095,1953.125000
1096,1914.062500
1097,1953.125000
1098,1914.062500
1099,1914.062500
1100,1914.062500
1101,1914.062500
1102,1914.062500
1103,1914.062500
1104,1914.062500
1105,1914.062500
1106,1914.062500
1107,1914.062500
1108,1953.125000
1109,1914.062500
1110,1914.062500
1111,1914.062500
1112,1914.062500
1113,1914.062500
1114,1914.062500
1115,1914.062500
1116,1914.062500
1117,1914.062500
1118,1914.062500
1119,1914.062500
1120,1953.125000
1121,1914.062500
1122,1953.125000
1123,1914.062500
1124,1914.062500
1125,1953.125000
1126,1914.062500
1127,1953.125000
1128,1914.062500
1129,1914.062500
1130,1914.062500
1131,1914.062500
1132,1953.125000
1133,1914.062500
1134,1914.062500
1135,1914.062500
1136,1875.000000
1137,1914.062500
1138,1914.062500
1139,1914.062500
1140,1914.062500
1141,1914.062500
1142,1914.062500
1143,1914.062500
1144,1914.062500
1145,1953.125000
1146,1914.062500
1147,1914.062500
1148,1914.062500
1149,1914.062500
1150,1914.062500
1151,1914.062500
1152,1914.062500
1153,1914.062500
1154,1914.062500
1155,1914.062500
1156,1914.062500
1157,1914.062500
1158,1914.062500
1159,1914.062500
1160,1914.062500
1161,1914.062500
1162,1914.062500
1163,1914.062500
1164,1914.062500
1165,1914.062500
1166,1914.062500
1167,1914.062500
1168,1953.125000
1169,1914.062500
1170,1914.062500
1171,1914.062500
1172,1914.062500
1173,1914.062500
1174,1914.062500
1175,1914.062500
1176,1914.062500
1177,1914.062500
1178,1914.062500
1179,1914.062500
1180,1914.062500
1181,1914.062500
1182,1914.062500
1183,1914.062500
1184,1914.062500
1185,1914.062500
1186,1914.062500
1187,1914.062500
1188,1953.125000
1189,1953.125000
1190,1914.062500
1191,1914.062500
1192,1914.062500
1193,1914.062500
1194,1914.062500
1195,1914.062500
1196,1914.062500
1197,1875.000000
1198,1875.000000
1199,1914.062500
1200,1914.062500
1201,1914.062500
1202,1953.125000
1203,1914.062500
1204,1914.062500
1205,1914.062500
1206,1914.062500
1207,1914.062500
1208,1953.125000
1209,1914.062500
1210,1914.062500
1211,1914.062500
1212,1914.062500
1213,1953.125000
1214,1914.062500
1215,1914.062500
1216,1914.062500
1217,1914.062500
1218,1914.062500
1219,1914.062500
1220,1914.062500
1221,1914.062500
1222,1914.062500
1223,1914.062500
1224,1953.125000
1225,1914.062500
1226,1914.062500
1227,1914.062500
1228,1914.062500
1229,1914.062500
1230,1953.125000
1231,1914.062500
1232,1953.125000
1233,1914.062500
1234,1914.062500
1235,1914.062500
1236,1914.062500
1237,1914.062500
1238,1953.125000
1239,1914.062500
1240,1914.062500
1241,1914.062500
1242,1914.062500
1243,1914.062500
1244,1914.062500
1245,1914.062500
1246,1914.062500
1247,1953.125000
1248,1953.125000
1249,1953.125000
1250,1953.125000
1251,1914.062500
1252,1953.125000
1253,1914.062500
1254,1953.125000
1255,1914.062500
1256,1914.062500
1257,1953.125000
1258,1914.062500
1259,1953.125000
1260,1914.062500
1261,1914.062500
1262,1914.062500
1263,1914.062500
1264,1914.062500
1265,1914.062500
1266,1914.062500
1267,1914.062500
1268,1914.062500
1269,1914.062500
1270,1914.062500
1271,1914.062500
1272,1953.125000
1273,1914.062500
1274,1875.000000
1275,1953.125000
1276,1914.062500
1277,1953.125000
1278,1914.062500
1279,1914.062500
1280,1914.062500
1281,1914.062500
1282,1914.062500
1283,1953.125000
1284,1875.000000
1285,1914.062500
1286,1914.062500
1287,1914.062500
1288,1914.062500
1289,1914.062500
1290,1914.062500
1291,1914.062500
1292,1914.062500
1293,1914.062500
1294,1953.125000
1295,1914.062500
1296,1914.062500
1297,1914.062500
1298,1914.062500
1299,1914.062500
1300,1914.062500
1301,1914.062500
1302,1914.062500
1303,1953.125000
1304,1914.062500
1305,1953.125000
1306,1914.062500
1307,1953.125000
1308,1953.125000
1309,1914.062500
1310,1914.062500
1311,1953.125000
1312,1953.125000
1313,1914.062500
1314,1914.062500
1315,1953.125000
1316,1953.125000
1317,1914.062500
1318,1953.125000
1319,1914.062500
1320,1914.062500
1321,1914.062500
1322,1953.125000
1323,1914.062500
1324,1914.062500
1325,1914.062500
1326,1875.000000
1327,1914.062500
1328,1914.062500
1329,1875.000000
1330,1914.062500
1331,1953.125000
1332,1953.125000
1333,1914.062500
1334,1914.062500
1335,1914.062500
1336,1953.125000
1337,1914.062500
1338,1914.062500
1339,1875.000000
1340,1914.062500
1341,1875.000000
1342,1914.062500
1343,1953.125000
1344,1914.062500
1345,1875.000000
1346,1914.062500
1347,1914.062500
1348,1914.062500
1349,1914.062500
1350,1914.062500
1351,1953.125000
1352,1914.062500
1353,1914.062500
1354,1914.062500
1355,1914.062500
1356,1953.125000
1357,1953.125000
1358,1914.062500
1359,1953.125000
1360,1914.062500
1361,1914.062500
1362,1914.062500
1363,1914.062500
1364,1914.062500
1365,1914.062500
1366,1914.062500
1367,1914.062500
1368,1914.062500
1369,1914.062500
1370,1875.000000
1371,1914.062500
1372,1914.062500
1373,1875.000000
1374,1875.000000
1375,1953.125000
1376,1914.062500
1377,1914.062500
1378,1914.062500
1379,1914.062500
1380,1953.125000
1381,1953.125000
1382,1953.125000
1383,1914.062500
1384,1914.062500
1385,1914.062500
1386,1953.125000
1387,1914.062500
1388,1953.125000
1389,1914.062500
1390,1914.062500
1391,1953.125000
1392,1914.062500
1393,1953.125000
1394,1953.125000
1395,1914.062500
1396,1914.062500
1397,1953.125000
1398,1914.062500
1399,1875.000000
1400,1914.062500
1401,1914.062500
1402,1914.062500
1403,1875.000000
1404,1914.062500
1405,1914.062500
1406,1914.062500
1407,1914.062500
1408,1953.125000
1409,1914.062500
1410,1953.125000
1411,1914.062500
1412,1914.062500
1413,1953.125000
1414,1914.062500
1415,1914.062500
1416,1914.062500
1417,1953.125000
1418,1914.062500
1419,1953.125000
1420,1953.125000
1421,1914.062500
1422,1914.062500
1423,1914.062500
1424,1914.062500
1425,1953.125000
1426,1953.125000
1427,1914.062500
1428,1953.125000
1429,1914.062500
1430,1914.062500
1431,1914.062500
1432,1914.062500
1433,1953.125000
1434,1914.062500
1435,1914.062500
1436,1914.062500
1437,1875.000000
1438,1875.000000
1439,1875.000000
1440,1914.062500
1441,1953.125000
1442,1914.062500
1443,1914.062500
1444,1914.062500
1445,1914.062500
1446,1914.062500
1447,1914.062500
1448,1914.062500
1449,1875.000000
1450,1953.125000
1451,1914.062500
1452,1875.000000
1453,1875.000000
1454,1914.062500
1455,1914.062500
1456,1914.062500
1457,1914.062500
1458,1914.062500
1459,1914.062500
1460,1875.000000
1461,1914.062500
1462,1914.062500
1463,1914.062500
1464,1914.062500
1465,1914.062500
1466,1914.062500
1467,1914.062500
1468,1914.062500
1469,1875.000000
1470,1914.062500
1471,1914.062500
1472,1914.062500
1473,1953.125000
1474,1875.000000
1475,1953.125000
1476,1914.062500
1477,1914.062500
1478,1953.125000
1479,1914.062500
1480,1914.062500
1481,1914.062500
1482,1953.125000
1483,1914.062500
1484,1953.125000
1485,1914.062500
1486,1914.062500
1487,1953.125000
1488,1914.062500
1489,1914.062500
1490,1914.062500
1491,1953.125000
1492,1875.000000
1493,1914.062500
1494,1914.062500
1495,1914.062500
1496,1914.062500
1497,1914.062500
1498,1914.062500
1499,1914.062500
1500,1953.125000
1501,1953.125000
1502,1914.062500
1503,1953.125000
1504,1914.062500
1505,1914.062500
1506,1914.062500
1507,1914.062500
1508,1914.062500
1509,1953.125000
1510,1953.125000
1511,1914.062500
1512,1914.062500
1513,1914.062500
1514,1914.062500
1515,1953.125000
1516,1914.062500
1517,1914.062500
1518,1953.125000
1519,1914.062500
1520,1914.062500
1521,1914.062500
1522,1875.000000
1523,1914.062500
1524,1914.062500
1525,1914.062500
1526,1914.062500
1527,1914.062500
1528,1914.062500
1529,1914.062500
1530,1914.062500
1531,1875.000000
1532,1914.062500
1533,1914.062500
1534,1914.062500
1535,1914.062500
1536,1875.000000
1537,1914.062500
1538,1914.062500
1539,1875.000000
1540,1914.062500
1541,1914.062500
1542,1914.062500
1543,1914.062500
1544,1914.062500
1545,1875.000000
1546,1914.062500
1547,1914.062500
1548,1953.125000
1549,1914.062500
1550,1914.062500
1551,1914.062500
1552,1914.062500
1553,1914.062500
1554,1914.062500
1555,1914.062500
1556,1914.062500
1557,1953.125000
1558,1875.000000
1559,1914.062500
1560,1914.062500
1561,1914.062500
1562,1914.062500
1563,1914.062500
1564,1953.125000
1565,1953.125000
1566,1914.062500
1567,1914.062500
1568,1914.062500
1569,1914.062500
1570,1914.062500
1571,1914.062500
1572,1914.062500
1573,1914.062500
1574,1914.062500
1575,1914.062500
1576,1953.125000
1577,1914.062500
1578,1914.062500
1579,1914.062500
1580,1914.062500
1581,1914.062500
1582,1914.062500
1583,1914.062500
1584,1875.000000
1585,1914.062500
1586,1914.062500
1587,1914.062500
1588,1914.062500
1589,1953.125000
1590,1953.125000
1591,1914.062500
1592,1914.062500
1593,1914.062500
1594,1953.125000
1595,1914.062500
1596,1914.062500
1597,1914.062500
1598,1914.062500
1599,1914.062500
1600,1914.062500
1601,1875.000000
1602,1914.062500
1603,1914.062500
1604,1914.062500
1605,1953.125000
1606,1875.000000
1607,1914.062500
1608,1914.062500
1609,1914.062500
1610,1914.062500
1611,1914.062500
1612,1914.062500
1613,1914.062500
1614,1914.062500
1615,1914.062500
1616,1914.062500
1617,1875.000000
1618,1914.062500
1619,1875.000000
1620,1914.062500
1621,1875.000000
1622,1953.125000
1623,1914.062500
1624,1914.062500
1625,1953.125000
1626,1914.062500
1627,1914.062500
1628,1875.000000
1629,1914.062500
1630,1914.062500
1631,1914.062500
1632,1914.062500
1633,1914.062500
1634,1953.125000
1635,1953.125000
1636,1914.062500
1637,1914.062500
1638,1953.125000
1639,1914.062500
1640,1914.062500
1641,1914.062500
1642,1914.062500
1643,1914.062500
1644,1914.062500
1645,1875.000000
1646,1914.062500
1647,1914.062500
1648,1914.062500
1649,1914.062500
1650,1875.000000
1651,1953.125000
1652,1914.062500
1653,1914.062500
1654,1914.062500
1655,1914.062500
1656,1914.062500
1657,1914.062500
1658,1914.062500
1659,1875.000000
1660,1914.062500
1661,1914.062500
1662,1914.062500
1663,1914.062500
1664,1914.062500
1665,1914.062500
